"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party","attractiveness_score"
1971,"Female","Some college, but no degree (yet)","Domestic/civil partnership","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Liberal","Democrat","Some of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"Very probably","Definitely","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,3,0,1,11,1,3,1,0,11,4,4,1,0,1,0,3,8,1,2,0,NA,83
1980,"Female","High school graduate","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Probably","Very probably",38,0,2,0,1,11,1,3,1,0,10,2,4,1,0,1,0,4,8,1,3,2,1,90
1988,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Moderate","Democrat","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,5,1,1,11,1,3,1,0,11,3,3,1,0,1,0,3,8,1,10,0,NA,100
1983,"Male","2-year college degree","Domestic/civil partnership","White",NA,"Men","Gay man",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Only now and then","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,35,1,4,0,1,11,1,2,0,0,1,1,3,2,1,0,1,2,8,1,6,1,1,65
1994,"Male","4-year college degree","Never married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,5,0,0,2,2,3,1,0,2,1,4,1,0,1,0,4,8,1,5,2,1,85
1985,"Male","4-year college degree","Married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Liberal","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",98,"Definitely","Definitely","Definitely","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,5,1,0,2,2,3,1,0,10,4,4,1,0,1,0,3,8,1,6,0,NA,98
1976,"Female","2-year college degree","Married","White,Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Probably","Probably","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,4,1,0,12,1,3,1,0,1,1,5,1,0,1,0,4,9,0,8,0,NA,61
1993,"Female","Some college, but no degree (yet)","Married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Something else","Christian","Extremely important","Moderate","Independent","Only now and then","Working part time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Probably not","Probably not","Probably not","Probably not",25,0,3,1,0,2,1,3,1,0,12,5,3,2,1,0,1,2,9,0,6,2,0,82
1981,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Very probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,3,1,1,11,2,3,1,0,1,1,5,1,0,1,0,4,8,1,4,2,1,70
1970,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Most of the time","Working part time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Very probably","Very probably","Probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,5,1,1,11,1,3,1,0,10,4,2,3,2,0,2,4,9,0,7,0,NA,70
1986,"Male","4-year college degree","Never married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Independent","Most of the time","Working full time now",NA,"$20,000 - $29,999",82,"Definitely","Definitely","Definitely","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,5,0,0,2,2,3,1,0,2,1,5,2,1,0,1,4,8,1,3,0,NA,82
1995,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Republican","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Probably not","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,23,0,5,0,1,11,1,3,1,0,1,1,4,3,2,0,2,4,8,1,5,1,NA,30
1993,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Republican","Most of the time","Working full time now",NA,"$200,000 - $249,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,6,0,0,6,2,3,1,0,2,1,5,3,2,0,2,4,8,1,14,2,NA,100
1980,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Jewish",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,5,1,1,11,1,3,1,0,6,1,5,1,0,1,0,4,8,1,9,0,NA,99
1996,"Male","4-year college degree","Never married","White,Black or African-American,Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Independent","Some of the time","Unemployed",NA,"$200,000 - $249,999",70,"Probably","Very probably","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,5,0,0,15,2,3,1,0,1,1,4,2,1,0,1,3,7,0,14,0,NA,70
1988,"Female","2-year college degree","Separated","Other (Please Specify):","Mixed Race","Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Liberal","Independent","Only now and then","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Possibly","Possibly","Probably not","Probably not",30,0,4,0,0,10,1,3,1,0,9,2,4,2,1,0,1,2,8,1,4,2,0,75
1983,"Male","4-year college degree","Domestic/civil partnership","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Conservative","Republican","Most of the time","Working full time now",NA,"$60,000 - $69,999",90,"Definitely","Definitely","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,5,0,1,11,2,3,1,0,11,2,2,3,2,0,2,4,8,1,7,0,NA,90
1988,"Male","2-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Probably","Probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,4,0,1,11,1,3,1,0,2,1,3,2,1,0,1,4,8,1,3,0,NA,91
1984,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,78,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,2,0,1,11,2,3,1,0,1,1,3,1,0,1,0,4,8,1,5,1,0,78
1969,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,49,0,5,1,1,11,1,3,1,0,10,2,4,1,0,1,0,4,8,1,10,1,0,80
1963,"Male","Some college, but no degree (yet)","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Hardly at all","Retired",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,100,"Very probably","Very probably","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,3,0,1,11,2,3,1,0,2,1,3,2,1,0,1,1,3,0,4,1,1,100
1979,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Republican","Some of the time","Working part time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"Probably not","Probably not","Definitely not","Probably",39,0,3,1,1,11,1,3,1,0,1,1,2,3,2,0,2,3,9,0,7,2,NA,76
1990,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Very conservative","Republican","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,60,"Probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,0,1,11,2,3,1,0,11,3,1,3,2,0,2,4,8,1,6,1,NA,60
1958,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Some of the time","Retired",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,5,1,1,11,2,3,1,0,10,5,2,3,2,0,2,3,3,0,5,2,NA,40
1990,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","spiritual gnostic","Extremely important","Moderate","Independent","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"Very probably","Very probably","Very probably","Definitely",NA,NA,NA,NA,NA,28,0,5,0,1,11,1,3,1,0,12,5,3,2,1,0,1,3,8,1,4,1,1,85
1990,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,3,0,1,11,1,3,1,0,1,1,5,1,0,1,0,4,8,1,6,0,NA,51
1983,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Bisexual",NA,"No","Atheist",NA,"Not at all important","Liberal","Independent","Hardly at all","Working full time now",NA,"$100,000 - $119,999",77,"Very probably","Very probably","Probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,3,1,1,11,2,1,0,0,2,1,4,2,1,0,1,1,8,1,11,0,NA,77
1962,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"Definitely","Definitely","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,5,1,1,11,2,3,1,0,9,1,3,2,1,0,1,4,8,1,5,2,0,92
1993,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working part time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"Definitely","Definitely","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,4,0,1,11,2,3,1,0,2,1,4,1,0,1,0,4,9,0,4,2,1,78
1967,"Female","High school graduate","Divorced","White",NA,"Men","Bisexual",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Democrat","Some of the time","Retired",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"Probably not","Probably not","Definitely not","Probably not",NA,NA,NA,NA,NA,51,0,2,0,1,11,1,1,0,0,9,1,3,1,0,1,0,3,3,0,4,1,0,95
1991,"Male","4-year college degree","Domestic/civil partnership","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Independent","Some of the time","Working full time now",NA,"$40,000 - $49,999",70,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,5,0,1,11,2,3,1,0,2,1,5,2,1,0,1,3,8,1,5,0,NA,70
1993,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Very conservative","Republican","Some of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,32,"Probably","Very probably","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,3,0,1,11,2,3,1,0,10,5,1,3,2,0,2,3,8,1,2,1,NA,32
1989,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Conservative","Republican","Only now and then","Taking care of home or family",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"Very probably","Probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,5,1,1,11,1,3,1,0,9,2,2,3,2,0,2,2,5,0,3,0,NA,68
1993,"Male","High school graduate","Domestic/civil partnership","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Democrat","Some of the time","Working full time now",NA,"$20,000 - $29,999",70,"Very probably","Definitely","Probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,2,0,1,11,2,3,1,0,2,1,3,1,0,1,0,3,8,1,3,0,NA,70
1980,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$70,000 - $79,999",77,"Very probably","Very probably","Probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,5,1,1,11,2,3,1,0,2,1,4,1,0,1,0,3,8,1,8,0,NA,77
1974,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,44,0,6,0,0,2,1,3,1,0,9,1,4,1,0,1,0,3,8,1,13,1,0,65
1989,"Female","4-year college degree","Married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Liberal","Independent","Hardly at all","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"Possibly","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,5,1,0,6,1,3,1,0,11,3,4,2,1,0,1,1,8,1,6,0,NA,72
1971,"Female","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Moderate","Independent","Some of the time","Taking care of home or family",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,5,1,1,11,2,3,1,0,11,4,3,2,1,0,1,3,5,0,10,2,0,78
1972,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Moderate","Independent","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,61,"Definitely","Definitely","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,5,0,1,11,2,3,1,0,10,2,3,2,1,0,1,4,8,1,8,1,1,61
1990,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Conservative","Independent","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Definitely","Very probably","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,6,0,0,1,2,3,1,0,1,2,2,2,1,0,1,4,8,1,6,2,0,70
1988,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,5,1,1,11,1,3,1,0,2,1,5,1,0,1,0,4,8,1,6,0,NA,99
1997,"Male","High school graduate","Never married","Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Moderate","Democrat","Some of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,50,"Probably","Probably","Probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,0,0,6,2,3,1,0,11,2,3,1,0,1,0,3,8,1,9,1,0,50
1992,"Male","Some college, but no degree (yet)","Married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Conservative","Independent","Most of the time","Working full time now",NA,"$70,000 - $79,999",41,"Probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,3,1,0,1,2,3,1,0,10,3,2,2,1,0,1,4,8,1,8,0,NA,41
1989,"Female","4-year college degree","Never married","White",NA,"Men","Bisexual",NA,"No","Protestant",NA,"Very important","Liberal","Democrat","Most of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Probably","Possibly","Possibly","Probably",29,0,5,0,1,11,1,1,0,0,10,4,4,1,0,1,0,4,8,1,3,2,1,60
1994,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Bisexual",NA,"No","Nothing in particular",NA,"Not at all important","Very liberal","Democrat","Hardly at all","Unemployed",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Probably not","Probably not","Probably not","Possibly",24,0,3,0,1,11,1,1,0,0,9,1,5,1,0,1,0,1,7,0,9,2,1,75
1963,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Probably","Very probably","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,6,1,1,11,2,3,1,0,2,1,5,1,0,1,0,4,8,1,12,2,1,81
1970,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Gay man",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"Probably","Definitely","Probably","Very probably",48,1,6,1,1,11,1,2,0,0,1,1,5,1,0,1,0,4,8,1,11,2,1,85
1992,"Male","2-year college degree","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Independent","Only now and then","Working part time now",NA,"Less than $10,000",NA,NA,NA,NA,NA,0,"Probably not","Probably not","Probably not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,4,0,1,11,2,3,1,0,2,1,4,2,1,0,1,2,9,0,1,1,1,0
1987,"Male","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Very liberal","Republican","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Very probably","Possibly","Probably","Very probably",31,1,3,0,1,11,1,3,1,0,11,5,5,3,2,0,2,3,8,1,5,2,NA,71
1993,"Male","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Moderately important","Liberal","Democrat","Only now and then","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,69,"Probably","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,5,0,0,1,2,3,1,0,2,3,4,1,0,1,0,2,8,1,12,1,0,69
1983,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Independent","Hardly at all","Working full time now",NA,"Less than $10,000",93,"Probably","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,5,0,1,11,2,3,1,0,1,1,5,2,1,0,1,1,8,1,1,0,NA,93
1961,"Male","Some college, but no degree (yet)","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Something else","spiritual, non religious","Not at all important","Conservative","Independent","Most of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,85,"Probably","Probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,3,0,1,11,2,3,1,0,12,1,2,2,1,0,1,4,8,1,7,1,1,85
